ProbeID,Codeset.Name,Probe.Label,Analyte.Type,Is.Control,Control.Type,Related.Probes,Probe.Annotation,KEGG.Pathways,Cell.Type,Official.Gene.Name,Fusion.Probe.Type,Fusion.Base,SNV.Probe.Type,SNV.LocID,SNV.annot
NM_018724.3:292,NS_Hs_HostResponse_v1.0,IL20,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630,,IL20,,,,,
NM_145659.3:143,NS_Hs_HostResponse_v1.0,IL27,mRNA,0,,,Other Interleukin Signaling,,,IL27,,,,,
NM_000139.3:661,NS_Hs_HostResponse_v1.0,MS4A2,mRNA,0,,,Myeloid Inflammation,hsa04071;hsa04072;hsa04664;hsa05310,Mast cells,MS4A2,,,,,
NM_001870.2:220,NS_Hs_HostResponse_v1.0,CPA3,mRNA,0,,,Angiotensin System,hsa04614,Mast cells,CPA3,,,,,
NM_022789.2:1027,NS_Hs_HostResponse_v1.0,IL25,mRNA,0,,,IL-17 Signaling,hsa04060,,IL25,,,,,
NM_002987.2:229,NS_Hs_HostResponse_v1.0,CCL17,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL17,,,,,
NM_006072.4:184,NS_Hs_HostResponse_v1.0,CCL26,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL26,,,,,
NM_001559.2:1315,NS_Hs_HostResponse_v1.0,IL12RB2,mRNA,0,,,TH1 Differentiation;Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630;hsa05321,,IL12RB2,,,,,
NM_002649.2:2125,NS_Hs_HostResponse_v1.0,PIK3CG,mRNA,0,,,Myeloid Activation;Coagulation;Chemokine Signaling,hsa00562;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04921;hsa04923;hsa04930;hsa04931;hsa04932;hsa04933;hsa04960;hsa04973;hsa05100;hsa05142;hsa05145;hsa05146;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05203;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,PIK3CG,,,,,
NM_014432.2:535,NS_Hs_HostResponse_v1.0,IL20RA,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630,,IL20RA,,,,,
NM_015874.3:850,NS_Hs_HostResponse_v1.0,RBPJ,mRNA,0,,,TH1 Differentiation;Myeloid Activation,hsa04330;hsa05169;hsa05203,,RBPJ,,,,,
NM_018402.1:80,NS_Hs_HostResponse_v1.0,IL26,mRNA,0,,,Other Interleukin Signaling,hsa04060,,IL26,,,,,
NM_020124.2:310,NS_Hs_HostResponse_v1.0,IFNK,mRNA,0,,,RNA Sensing;JAK-STAT Signaling,hsa04060;hsa04622;hsa04630,,IFNK,,,,,
NM_021803.2:65,NS_Hs_HostResponse_v1.0,IL21,mRNA,0,,,TH17 Differentiation;JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04630;hsa05321,,IL21,,,,,
NM_181309.1:290,NS_Hs_HostResponse_v1.0,IL22RA2,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630,,IL22RA2,,,,,
NM_000590.1:300,NS_Hs_HostResponse_v1.0,IL9,mRNA,0,,,TH9 Differentiation;JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04630;hsa05310,,IL9,,,,,
NM_002831.5:1734,NS_Hs_HostResponse_v1.0,PTPN6,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;TCR Signaling;NK Activity;Myeloid Activation;IL-1 Signaling;BCR Signaling,hsa04520;hsa04630;hsa04650;hsa04660;hsa04662;hsa05140;hsa05205,,PTPN6,,,,,
NM_147162.1:400,NS_Hs_HostResponse_v1.0,IL11RA,mRNA,0,,,JAK-STAT Signaling;IL-6 Signaling,hsa04060;hsa04630;hsa04640,,IL11RA,,,,,
NM_004555.2:2190,NS_Hs_HostResponse_v1.0,NFATC3,mRNA,0,,,TCR Signaling;Glycan Sensing;BCR Signaling,hsa04010;hsa04022;hsa04310;hsa04360;hsa04660;hsa04662;hsa04921;hsa05161;hsa05166,,NFATC3,,,,,
NM_006900.3:262,NS_Hs_HostResponse_v1.0,IFNA1/13,mRNA,0,,,TLR Signaling;RNA Sensing;NLR Signaling;JAK-STAT Signaling;DNA Sensing,hsa04060;hsa04140;hsa04151;hsa04620;hsa04622;hsa04623;hsa04630;hsa04650;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05320,,IFNA13,,,,,
NM_004103.3:735,NS_Hs_HostResponse_v1.0,PTK2B,mRNA,0,,,NK Activity;Lymphocyte Trafficking;IL-2 Signaling;Chemokine Signaling,hsa04020;hsa04062;hsa04072;hsa04650;hsa04670;hsa04912;hsa05161,,PTK2B,,,,,
NM_004079.3:685,NS_Hs_HostResponse_v1.0,CTSS,mRNA,0,,,TLR Signaling;Myeloid Activation;MHC Class II Antigen Presentation;MHC Class I Antigen Presentation;Lysosome;Apoptosis,hsa04142;hsa04145;hsa04612;hsa05152,,CTSS,,,,,
NM_003592.2:1487,NS_Hs_HostResponse_v1.0,CUL1,mRNA,0,,,TLR Signaling;TGF-beta Signaling;TCR Signaling;NF-kappaB Signaling;Glycan Sensing;BCR Signaling,hsa04110;hsa04114;hsa04120;hsa04141;hsa04310;hsa04350;hsa05168,,CUL1,,,,,
NM_001912.4:1072,NS_Hs_HostResponse_v1.0,CTSL,mRNA,0,,,TLR Signaling;MHC Class II Antigen Presentation;MHC Class I Antigen Presentation;Lysosome;Apoptosis,hsa04142;hsa04145;hsa04612;hsa05205;hsa05323,,CTSL,,,,,
NM_002499.2:2430,NS_Hs_HostResponse_v1.0,NEO1,mRNA,0,,,TGF-beta Signaling;Lymphocyte Trafficking,hsa04514,,NEO1,,,,,
NM_152456.1:860,NS_Hs_HostResponse_v1.0,IL34,mRNA,0,,,Other Interleukin Signaling;Mononuclear Cell Migration,,,IL34,,,,,
NM_001017963.2:1655,NS_Hs_HostResponse_v1.0,HSP90AA1,mRNA,0,,,TH17 Differentiation;Proteotoxic Stress;Other Interleukin Signaling;NLR Signaling;Myeloid Activation,hsa04141;hsa04151;hsa04612;hsa04621;hsa04914;hsa04915;hsa05200;hsa05215,,HSP90AA1,,,,,
NM_002187.2:73,NS_Hs_HostResponse_v1.0,IL12B,mRNA,0,,,TH17 Differentiation;TH1 Differentiation;RNA Sensing;Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04620;hsa04622;hsa04630;hsa04940;hsa05133;hsa05134;hsa05140;hsa05142;hsa05143;hsa05145;hsa05146;hsa05152;hsa05162;hsa05164;hsa05168;hsa05205;hsa05321;hsa05330,,IL12B,,,,,
NM_001242.4:330,NS_Hs_HostResponse_v1.0,CD27,mRNA,0,,,T-cell Costimulation;NF-kappaB Signaling;Immune Memory,hsa04060,,CD27,,,,,
NM_001030007.1:2630,NS_Hs_HostResponse_v1.0,AP1G1,mRNA,0,,,MHC Class II Antigen Presentation;Lysosome,hsa04142,,AP1G1,,,,,
NM_014218.2:149,NS_Hs_HostResponse_v1.0,KIR2DL1,mRNA,0,,,NK Activity,hsa04612;hsa04650;hsa05332,,KIR2DL1,,,,,
NM_001172085.1:587,NS_Hs_HostResponse_v1.0,TBP,mRNA,1,Housekeeping,,,,,TBP,,,,,
NM_018725.3:225,NS_Hs_HostResponse_v1.0,IL17RB,mRNA,0,,,IL-17 Signaling,hsa04060,,IL17RB,,,,,
NM_001080424.1:4865,NS_Hs_HostResponse_v1.0,KDM6B,mRNA,0,,,Oxidative Stress Response,,,KDM6B,,,,,
NM_172099.2:439,NS_Hs_HostResponse_v1.0,CD8B,mRNA,0,,,TCR Signaling,hsa04514;hsa04612;hsa04640;hsa04660;hsa05340,CD8 T cells,CD8B,,,,,
NM_138957.2:430,NS_Hs_HostResponse_v1.0,MAPK1,mRNA,0,,,TNF Signaling;TLR Signaling;TGF-beta Signaling;TCR Signaling;NLR Signaling;Myeloid Activation;Mononuclear Cell Migration;MAPK Signaling;BCR Signaling,hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04114;hsa04150;hsa04151;hsa04261;hsa04270;hsa04350;hsa04360;hsa04370;hsa04380;hsa04510;hsa04520;hsa04540;hsa04550;hsa04611;hsa04620;hsa04621;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04713;hsa04720;hsa04722;hsa04723;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04930;hsa04933;hsa04960;hsa05010;hsa05020;hsa05034;hsa05131;hsa05132;hsa05133;hsa05140;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05164;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231,,MAPK1,,,,,
NM_018438.5:420,NS_Hs_HostResponse_v1.0,FBXO6,mRNA,0,,,Proteotoxic Stress;MHC Class I Antigen Presentation,hsa04141,,FBXO6,,,,,
NM_005514.6:937,NS_Hs_HostResponse_v1.0,HLA-B,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;Myeloid Activation;MHC Class I Antigen Presentation,hsa04144;hsa04145;hsa04514;hsa04612;hsa04650;hsa04940;hsa05166;hsa05168;hsa05169;hsa05203;hsa05320;hsa05330;hsa05332;hsa05416,,HLA-B,,,,,
NM_002120.3:230,NS_Hs_HostResponse_v1.0,HLA-DOB,mRNA,0,,,MHC Class II Antigen Presentation,hsa04145;hsa04514;hsa04612;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416,,HLA-DOB,,,,,
NM_001079539.1:935,NS_Hs_HostResponse_v1.0,XBP1,mRNA,0,,,Proteotoxic Stress;Oxidative Stress Response,hsa04141;hsa04932;hsa05166,,XBP1,,,,,
NM_007348.2:110,NS_Hs_HostResponse_v1.0,ATF6,mRNA,0,,,Proteotoxic Stress,hsa04141;hsa05010,,ATF6,,,,,
NM_006435.2:390,NS_Hs_HostResponse_v1.0,IFITM2,mRNA,0,,,Type I Interferon Signaling;MAPK Signaling,,,IFITM2,,,,,
NM_000850.4:60,NS_Hs_HostResponse_v1.0,GSTM4,mRNA,0,,,Leukotriene and Prostaglandin Inflammation,,,GSTM4,,,,,
NM_000484.3:1725,NS_Hs_HostResponse_v1.0,APP,mRNA,0,,,TLR Signaling;RNA Sensing;Myeloid Activation;Mononuclear Cell Migration;Inflammasomes;IL-1 Signaling,hsa04726;hsa05010,,APP,,,,,
NM_203472.1:466,NS_Hs_HostResponse_v1.0,SELENOS,mRNA,0,,,Proteotoxic Stress;Oxidative Stress Response,hsa04141,,SELENOS,,,,,
NM_201633.2:519,NS_Hs_HostResponse_v1.0,TCF7,mRNA,0,,,TCR Signaling,,,,,,,,
NM_006053.2:1470,NS_Hs_HostResponse_v1.0,TCIRG1,mRNA,0,,,Phagocytosis;Myeloid Activation;Lysosome,hsa04142;hsa04145;hsa05110;hsa05120;hsa05152;hsa05323,,TCIRG1,,,,,
NM_019043.3:370,NS_Hs_HostResponse_v1.0,APBB1IP,mRNA,0,,,Coagulation,hsa04015;hsa04611,,APBB1IP,,,,,
NM_032514.2:404,NS_Hs_HostResponse_v1.0,MAP1LC3A,mRNA,0,,,Oxidative Stress Response;Autophagy,,,MAP1LC3A,,,,,
NM_016610.2:2310,NS_Hs_HostResponse_v1.0,TLR8,mRNA,0,,,TLR Signaling;Myeloid Activation,hsa04620,,TLR8,,,,,
NM_002415.1:319,NS_Hs_HostResponse_v1.0,MIF,mRNA,0,,,Other Interleukin Signaling;Myeloid Activation,,,MIF,,,,,
NM_004637.5:277,NS_Hs_HostResponse_v1.0,RAB7A,mRNA,0,,,Phagocytosis;Myeloid Activation;MHC Class II Antigen Presentation,hsa04144;hsa04145;hsa05132;hsa05146;hsa05152,,RAB7A,,,,,
NM_001018159.1:848,NS_Hs_HostResponse_v1.0,NAE1,mRNA,0,,,Proteotoxic Stress,hsa05010,,NAE1,,,,,
NM_014439.3:336,NS_Hs_HostResponse_v1.0,IL37,mRNA,0,,,IL-1 Signaling,,,IL37,,,,,
NM_014440.1:45,NS_Hs_HostResponse_v1.0,IL36A,mRNA,0,,,IL-1 Signaling,,,IL36A,,,,,
NM_014443.2:177,NS_Hs_HostResponse_v1.0,IL17B,mRNA,0,,,IL-17 Signaling,hsa04060,,IL17B,,,,,
NM_016232.4:700,NS_Hs_HostResponse_v1.0,IL1RL1,mRNA,0,,,Myeloid Activation;IL-1 Signaling,,,IL1RL1,,,,,
NM_032782.3:955,NS_Hs_HostResponse_v1.0,HAVCR2,mRNA,0,,,T-cell Costimulation;Myeloid Activation;Immune Exhaustion;IL-2 Signaling,,,HAVCR2,,,,,
NM_148901.1:302,NS_Hs_HostResponse_v1.0,TNFRSF18,mRNA,0,,,T-cell Costimulation;NF-kappaB Signaling,hsa04060,,TNFRSF18,,,,,
NM_153461.2:1214,NS_Hs_HostResponse_v1.0,IL17RC,mRNA,0,,,IL-17 Signaling,,,IL17RC,,,,,
NM_153483.1:760,NS_Hs_HostResponse_v1.0,IL17RE,mRNA,0,,,IL-17 Signaling,,,IL17RE,,,,,
NM_005624.2:325,NS_Hs_HostResponse_v1.0,CCL25,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062;hsa04672,,CCL25,,,,,
NM_138284.1:1570,NS_Hs_HostResponse_v1.0,IL17D,mRNA,0,,,JAK-STAT Signaling,hsa04630,,IL17D,,,,,
NM_005064.3:331,NS_Hs_HostResponse_v1.0,CCL23,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL23,,,,,
NM_016562.3:3098,NS_Hs_HostResponse_v1.0,TLR7,mRNA,0,,,Type I Interferon Signaling;TLR Signaling;Myeloid Activation,hsa04620;hsa05162;hsa05164,,TLR7,,,,,
NM_000655.4:1103,NS_Hs_HostResponse_v1.0,SELL,mRNA,0,,,Myeloid Activation;Lymphocyte Trafficking;Immune Memory,hsa04514,,SELL,,,,,
NM_005902.3:1490,NS_Hs_HostResponse_v1.0,SMAD3,mRNA,0,,,Treg Differentiation;TH9 Differentiation;TH17 Differentiation;TGF-beta Signaling;IL-1 Signaling,hsa04068;hsa04110;hsa04144;hsa04310;hsa04350;hsa04390;hsa04520;hsa04550;hsa04933;hsa05142;hsa05161;hsa05166;hsa05200;hsa05210;hsa05212;hsa05220;hsa05321,,SMAD3,,,,,
NM_002224.2:3130,NS_Hs_HostResponse_v1.0,ITPR3,mRNA,0,,,NLR Signaling;Myeloid Inflammation;Glycan Sensing;BCR Signaling,hsa04020;hsa04022;hsa04070;hsa04114;hsa04270;hsa04540;hsa04611;hsa04713;hsa04720;hsa04723;hsa04725;hsa04726;hsa04728;hsa04730;hsa04750;hsa04912;hsa04915;hsa04918;hsa04921;hsa04922;hsa04924;hsa04925;hsa04970;hsa05010;hsa05205,,ITPR3,,,,,
NM_015906.3:3260,NS_Hs_HostResponse_v1.0,TRIM33,mRNA,0,,,TGF-beta Signaling,,,TRIM33,,,,,
NM_006289.3:1460,NS_Hs_HostResponse_v1.0,TLN1,mRNA,0,,,Coagulation,hsa04015;hsa04510;hsa04611;hsa05166,,TLN1,,,,,
NM_001032409.1:805,NS_Hs_HostResponse_v1.0,OAS1,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;NLR Signaling;Interferon Response Genes,hsa05160;hsa05162;hsa05164;hsa05168,,OAS1,,,,,
NM_000181.3:1899,NS_Hs_HostResponse_v1.0,GUSB,mRNA,1,Housekeeping,,,,,GUSB,,,,,
NM_002661.2:525,NS_Hs_HostResponse_v1.0,PLCG2,mRNA,0,,,TLR Signaling;TCR Signaling;NK Activity;NF-kappaB Signaling;Glycan Sensing;BCR Signaling,hsa00562;hsa04012;hsa04014;hsa04020;hsa04064;hsa04066;hsa04070;hsa04072;hsa04370;hsa04380;hsa04611;hsa04650;hsa04662;hsa04664;hsa04666;hsa04670;hsa04722;hsa04750;hsa04919;hsa04933;hsa05110;hsa05120;hsa05169;hsa05200;hsa05205;hsa05206;hsa05214;hsa05223,,PLCG2,,,,,
NM_000454.4:245,NS_Hs_HostResponse_v1.0,SOD1,mRNA,0,,,Oxidative Stress Response;Other Interleukin Signaling;Coagulation,hsa04146;hsa04213;hsa05014;hsa05016;hsa05020,,SOD1,,,,,
NM_005535.1:448,NS_Hs_HostResponse_v1.0,IL12RB1,mRNA,0,,,TH17 Differentiation;TH1 Differentiation;Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630;hsa05321,,IL12RB1,,,,,
NM_000616.4:975,NS_Hs_HostResponse_v1.0,CD4,mRNA,0,,,Virus-Host Interaction;TCR Signaling;Other Interleukin Signaling;Host Defense Peptides,hsa04514;hsa04612;hsa04640;hsa04660;hsa05340,,CD4,,,,,
NM_002801.2:221,NS_Hs_HostResponse_v1.0,PSMB10,mRNA,0,,,TCR Signaling;NF-kappaB Signaling;MHC Class I Antigen Presentation;Glycan Sensing;BCR Signaling,hsa03050,,PSMB10,,,,,
NM_016557.2:854,NS_Hs_HostResponse_v1.0,ACKR4,mRNA,0,,,Chemokine Signaling,,,ACKR4,,,,,
NM_000773.3:572,NS_Hs_HostResponse_v1.0,CYP2E1,mRNA,0,,,Oxidative Stress Response;Leukotriene and Prostaglandin Inflammation,hsa00590;hsa04932,,CYP2E1,,,,,
NM_002351.4:495,NS_Hs_HostResponse_v1.0,SH2D1A,mRNA,0,,,NK Activity,hsa04650;hsa05162,T-cells,SH2D1A,,,,,
NM_001002295.1:1691,NS_Hs_HostResponse_v1.0,GATA3,mRNA,0,,,TH9 Differentiation;TH2 Differentiation;TH1 Differentiation;Other Interleukin Signaling,hsa05321,,GATA3,,,,,
NM_017999.4:2500,NS_Hs_HostResponse_v1.0,RNF31,mRNA,0,,,TNF Signaling;NLR Signaling,,,RNF31,,,,,
NM_001629.2:367,NS_Hs_HostResponse_v1.0,ALOX5AP,mRNA,0,,,Myeloid Inflammation;Leukotriene and Prostaglandin Inflammation,,,ALOX5AP,,,,,
NM_001146102.1:905,NS_Hs_HostResponse_v1.0,PARP9,mRNA,0,,,Interferon Response Genes,,,PARP9,,,,,
NM_001177388.1:495,NS_Hs_HostResponse_v1.0,LGALS3,mRNA,0,,,Myeloid Activation;Mononuclear Cell Migration,,,LGALS3,,,,,
NM_002737.2:680,NS_Hs_HostResponse_v1.0,PRKCA,mRNA,0,,,Myeloid Inflammation;Lymphocyte Trafficking;HIF1A Signaling,hsa04010;hsa04012;hsa04014;hsa04015;hsa04020;hsa04066;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04261;hsa04270;hsa04310;hsa04370;hsa04510;hsa04530;hsa04540;hsa04650;hsa04664;hsa04666;hsa04670;hsa04713;hsa04720;hsa04723;hsa04725;hsa04726;hsa04728;hsa04730;hsa04750;hsa04912;hsa04916;hsa04918;hsa04919;hsa04921;hsa04925;hsa04933;hsa04960;hsa04970;hsa05031;hsa05110;hsa05130;hsa05143;hsa05146;hsa05161;hsa05164;hsa05200;hsa05205;hsa05206;hsa05214;hsa05223;hsa05231,,PRKCA,,,,,
NM_004586.2:277,NS_Hs_HostResponse_v1.0,RPS6KA3,mRNA,0,,,TLR Signaling;MAPK Signaling;IL-17 Signaling,hsa04010;hsa04114;hsa04150;hsa04720;hsa04722;hsa04914;hsa04931,,RPS6KA3,,,,,
NM_001675.2:1151,NS_Hs_HostResponse_v1.0,ATF4,mRNA,0,,,TNF Signaling;Proteotoxic Stress;Oxidative Stress Response,hsa04010;hsa04022;hsa04141;hsa04151;hsa04211;hsa04261;hsa04668;hsa04720;hsa04722;hsa04725;hsa04728;hsa04912;hsa04915;hsa04918;hsa04922;hsa04925;hsa04932;hsa05030;hsa05031;hsa05034;hsa05161;hsa05166;hsa05203;hsa05215,,ATF4,,,,,
NM_001571.5:1303,NS_Hs_HostResponse_v1.0,IRF3,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;TLR Signaling;RNA Sensing;NLR Signaling;Interferon Response Genes;DNA Sensing,hsa04620;hsa04622;hsa04623;hsa05133;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05169;hsa05203,,IRF3,,,,,
NM_000450.2:1505,NS_Hs_HostResponse_v1.0,SELE,mRNA,0,,,TNF Signaling;Lymphocyte Trafficking,hsa04514;hsa04668;hsa04933;hsa05143;hsa05144,,SELE,,,,,
NM_005561.3:730,NS_Hs_HostResponse_v1.0,LAMP1,mRNA,0,,,Phagocytosis;Myeloid Activation;Lysosome,hsa04142;hsa04145;hsa05152,,LAMP1,,,,,
NM_017416.1:1800,NS_Hs_HostResponse_v1.0,IL1RAPL2,mRNA,0,,,IL-1 Signaling,,,IL1RAPL2,,,,,
NM_005216.4:1255,NS_Hs_HostResponse_v1.0,DDOST,mRNA,0,,,Proteotoxic Stress;Myeloid Activation,hsa04141,,DDOST,,,,,
NM_001212.3:745,NS_Hs_HostResponse_v1.0,C1QBP,mRNA,0,,,Coagulation;Apoptosis,hsa05168,,C1QBP,,,,,
NM_022488.3:593,NS_Hs_HostResponse_v1.0,ATG3,mRNA,0,,,Autophagy,hsa04140,,ATG3,,,,,
NM_002169.2:367,NS_Hs_HostResponse_v1.0,IFNA5,mRNA,0,,,Type I Interferon Signaling;RNA Sensing;NLR Signaling;JAK-STAT Signaling;DNA Sensing,hsa04060;hsa04140;hsa04151;hsa04620;hsa04622;hsa04623;hsa04630;hsa04650;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05320,,IFNA5,,,,,
NM_002170.3:604,NS_Hs_HostResponse_v1.0,IFNA8,mRNA,0,,,Type I Interferon Signaling;RNA Sensing;NLR Signaling;JAK-STAT Signaling;DNA Sensing,hsa04060;hsa04140;hsa04151;hsa04620;hsa04622;hsa04623;hsa04630;hsa04650;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05320,,IFNA8,,,,,
NM_002176.2:92,NS_Hs_HostResponse_v1.0,IFNB1,mRNA,0,,,Type I Interferon Signaling;TNF Signaling;RNA Sensing;NLR Signaling;JAK-STAT Signaling;DNA Sensing,hsa04060;hsa04151;hsa04380;hsa04620;hsa04622;hsa04623;hsa04630;hsa04650;hsa05142;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168,,IFNB1,,,,,
NM_006865.3:1123,NS_Hs_HostResponse_v1.0,LILRA3,mRNA,0,,,Myeloid Activation;BCR Signaling,hsa04380,,LILRA3,,,,,
NM_001001392.1:429,NS_Hs_HostResponse_v1.0,CD44,mRNA,0,,,Type II Interferon Signaling;Myeloid Activation,hsa04512;hsa04640;hsa05131;hsa05169;hsa05205;hsa05206,,CD44,,,,,
NM_172139.2:104,NS_Hs_HostResponse_v1.0,IFNL2/3,mRNA,0,,,Type III Interferon Signaling;Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630,,IFNL3,,,,,
NM_001039664.1:151,NS_Hs_HostResponse_v1.0,TNFRSF25,mRNA,0,,,NF-kappaB Signaling,hsa04060,,TNFRSF25,,,,,
NM_000433.3:1004,NS_Hs_HostResponse_v1.0,NCF2,mRNA,0,,,Phagocytosis;Oxidative Stress Response;MHC Class I Antigen Presentation,hsa04145;hsa04380;hsa04670;hsa05140,,NCF2,,,,,
NM_000544.3:909,NS_Hs_HostResponse_v1.0,TAP2,mRNA,0,,,Phagocytosis;MHC Class I Antigen Presentation,hsa04145;hsa04612;hsa05168;hsa05340,,TAP2,,,,,
NM_001100812.1:850,NS_Hs_HostResponse_v1.0,CXCL16,mRNA,0,,,Chemokine Signaling,hsa04060;hsa04062,,CXCL16,,,,,
NM_003268.5:2570,NS_Hs_HostResponse_v1.0,TLR5,mRNA,0,,,TLR Signaling,hsa04620;hsa05130;hsa05132;hsa05134;hsa05321,,TLR5,,,,,
NM_005409.4:282,NS_Hs_HostResponse_v1.0,CXCL11,mRNA,0,,,Chemokine Signaling,hsa04060;hsa04062;hsa04620,,CXCL11,,,,,
NM_013371.3:1030,NS_Hs_HostResponse_v1.0,IL19,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04630,,IL19,,,,,
NM_002123.3:384,NS_Hs_HostResponse_v1.0,HLA-DQB1,mRNA,0,,,Type II Interferon Signaling;TCR Signaling;MHC Class II Antigen Presentation,hsa04145;hsa04514;hsa04612;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05169;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416,,HLA-DQB1,,,,,
NM_001005742.2:1695,NS_Hs_HostResponse_v1.0,GBA,mRNA,0,,,Oxidative Stress Response;Lysosome,hsa04142,,GBA,,,,,
NM_005765.2:419,NS_Hs_HostResponse_v1.0,ATP6AP2,mRNA,0,,,Myeloid Activation;Angiotensin System,hsa04614,,ATP6AP2,,,,,
NM_000657.2:947,NS_Hs_HostResponse_v1.0,BCL2,mRNA,0,,,Other Interleukin Signaling;NLR Signaling;NF-kappaB Signaling;MAPK Signaling;JAK-STAT Signaling;Inflammasomes;Apoptosis,hsa04064;hsa04066;hsa04071;hsa04141;hsa04151;hsa04210;hsa04261;hsa04510;hsa04630;hsa04722;hsa04725;hsa04933;hsa05014;hsa05145;hsa05152;hsa05161;hsa05169;hsa05200;hsa05206;hsa05210;hsa05215;hsa05222,,BCL2,,,,,
NM_145803.2:745,NS_Hs_HostResponse_v1.0,TRAF6,mRNA,0,,,Type I Interferon Signaling;TLR Signaling;TCR Signaling;RNA Sensing;NLR Signaling;NF-kappaB Signaling;Myeloid Activation;Glycan Sensing;ALPK1 Signaling,hsa04010;hsa04064;hsa04120;hsa04144;hsa04380;hsa04620;hsa04621;hsa04622;hsa04722;hsa05133;hsa05140;hsa05142;hsa05145;hsa05152;hsa05160;hsa05162;hsa05168;hsa05169;hsa05200;hsa05222,,TRAF6,,,,,
NM_001735.2:466,NS_Hs_HostResponse_v1.0,C5,mRNA,0,,,Complement System,hsa04610;hsa05020;hsa05133;hsa05150;hsa05168;hsa05322,,C5,,,,,
NM_000301.3:123,NS_Hs_HostResponse_v1.0,PLG,mRNA,0,,,Virus-Host Interaction;Mononuclear Cell Migration;Complement System;Coagulation,hsa04080;hsa04610;hsa05150;hsa05164,,PLG,,,,,
NM_001195286.1:1365,NS_Hs_HostResponse_v1.0,IRF4,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;Treg Differentiation;TH9 Differentiation;TH17 Differentiation;Other Interleukin Signaling;Myeloid Activation;Immune Exhaustion,,,IRF4,,,,,
NM_001131028.1:985,NS_Hs_HostResponse_v1.0,ATG10,mRNA,0,,,Autophagy,hsa04140,,ATG10,,,,,
